"District,C,254","Route,C,254","County,C,254","Postmile,C,254","Descriptn,C,254","Back_pk_h,C,254","Back_pk_m,C,254","Back_AADT,C,254","Ahead_pk_h,C,254","Ahead_pk_m,C,254","Ahead_AADT,C,254","Lat_S_or_W,C,254","Lon_S_or_W,N,19,11","Lat_N_or_E,N,19,11","Lon_N_or_E,N,19,11"
5,1,SCR,16.628,"SANTA CRUZ, EMELINE STREET CONNECTION",5900,88000,85000,6300,90000,86000,36.98895632,-122.01767250000,36.98910163000,-122.01774700000
5,1,SCR,16.821,"SANTA CRUZ, JCT. RTE. 17 NORTH",6300,90000,86000,4950,63000,61000,36.9891379,-122.02032790000,36.98950949000,-122.02067130000
5,1,SCR,17.56,"JCT. RTE. 9 NORTH, RIVER STREET",5200,63000,61000,4300,49000,47000,36.98435398,-122.02974530000,36.98449382000,-122.02979810000
5,1,SCR,18.239,"SANTA CRUZ, MISSION STREET",4300,49000,47000,4900,57000,55000,36.97588124,-122.03291850000,36.97587099000,-122.03292730000
5,1,SCR,19,"SANTA CRUZ, BAY STREET",3400,39000,37000,2450,28500,26500,36.96663238,-122.04032890000,36.96663238000,-122.04032890000
5,1,SCR,19.69,"SANTA CRUZ, SWIFT STREET",2050,23500,21900,2450,19300,15700,36.96058124,-122.04937970000,36.96058124000,-122.04937970000
5,1,SCR,20.611,"SANTA CRUZ, NORTH CITY LIMITS",1950,15600,12400,1950,15800,12300,36.96159491,-122.06554100000,36.96159491000,-122.06554100000
5,1,SCR,27.62,BONNY DOON RD,2100,13500,10400,2350,13200,9900,37.00100852,-122.18047490000,37.00100852000,-122.18047490000
5,1,SCR,30.44,LANDING/SWANTON ROADS,2000,10900,8000,2000,11300,8200,37.02844792,-122.21619810000,37.02844792000,-122.21619810000
5,1,SCR,37.451,SANTA CRUZ/SAN MATEO COUNTY LINE,790,5500,4500,,,,37.10769521,-122.29266930000,37.10768702000,-122.29265880000
4,1,SM,0,SANTA CRUZ/SAN MATEO COUNTY LINE,,,,810,6600,5100,37.10769521,-122.29266930000,37.10768702000,-122.29265880000
4,1,SM,13.579,PEBBLE BEACH ROAD (TO PESCADERO),630,4950,3950,1200,9400,7500,37.25977223,-122.41318380000,37.25977223000,-122.41318380000
4,1,SM,18.189,JCT. RTE. 84 EAST,1250,8900,7300,1100,8600,7200,37.32449561,-122.39990160000,37.32449561000,-122.39990160000
4,1,SM,20.98,TUNITAS CREEK ROAD,1050,8400,7000,1250,10000,8200,37.35879469,-122.39764640000,37.35879469000,-122.39764640000
4,1,SM,23.06,MEYN/VERDE ROADS,1200,9900,8000,1200,10200,8100,37.38699686,-122.40557680000,37.38699686000,-122.40557680000
4,1,SM,26.432,MIRAMONTES POINT ROAD,1300,11500,9100,1900,17800,14800,37.43136102,-122.42668970000,37.43136102000,-122.42668970000
4,1,SM,27.75,"HALF MOON BAY, MAIN STREET",2300,21100,17600,2100,19600,16300,37.45035265,-122.42977660000,37.45035265000,-122.42977660000
4,1,SM,29.036,"HALF MOON BAY, JCT. RTE. 92 EAST",2700,34000,31000,2400,30500,28000,37.46800975,-122.43363840000,37.46801344000,-122.43341430000
4,1,SM,29.12,"HALF MOON BAY, MAIN STREET",2400,30000,28000,2800,35000,32500,37.46929108,-122.43368070000,37.46932781000,-122.43346630000
4,1,SM,30.225,FRENCHMANS CREEK ROAD,2350,28500,27000,2350,29000,27000,37.48204694,-122.44538890000,37.48204694000,-122.44538890000
4,1,SM,33.361,CAPISTRANO/OBISPO ROADS,2100,22500,20800,2050,20300,18600,37.50989547,-122.48809660000,37.50989547000,-122.48809660000
4,1,SM,35.334,VALLEMAR/ETHELDORE STREETS,1900,17700,16100,2000,18700,17200,37.52872297,-122.51461380000,37.52872297000,-122.51461380000
4,1,SM,40.752,"PACIFICA, SAN PEDRO AVENUE",1850,17300,16000,1850,17300,16000,37.59352645,-122.50586840000,37.59353205000,-122.50586760000
4,1,SM,40.959,"PACIFICA, LINDA MAR BOULEVARD",1850,17000,16000,3050,37000,35000,37.59598953,-122.50375920000,37.59598953000,-122.50375920000
4,1,SM,42.014,"PACIFICA, ROCKAWAY BEACH AVENUE",3400,41500,39000,4400,54000,51000,37.60876137,-122.49531800000,37.60871538000,-122.49517210000
4,1,SM,R42.583,"PACIFICA, REINA DEL MAR AVENUE (TO VALLEMAR)",4400,54000,51000,4500,55000,52000,37.61386681,-122.48724530000,37.61378268000,-122.48708470000
4,1,SM,R43.464,"PACIFICA, SHARP PARK ROAD",4350,52000,50000,3200,38500,37000,37.62589728,-122.48788020000,37.62603469000,-122.48762640000
4,1,SM,R43.744,"PACIFICA, CLAREDON ROAD/ OCEANA BOULEVARD",3200,38500,37000,2950,35500,34000,37.62967766,-122.48952810000,37.62970153000,-122.48928810000
4,1,SM,R44.88,"PACIFICA, MILAGRA DRIVE",3500,42000,40500,2800,34000,32500,37.64590552,-122.49179790000,37.64589754000,-122.49161570000
4,1,SM,R45.39,"PACIFICA, MONTEREY ROAD",2800,34000,32500,3950,47500,45500,37.65306127,-122.49033200000,37.65307399000,-122.49010560000
4,1,SM,R46.722,"DALY CITY, JCT. RTE. 35",3950,47500,45500,6000,72000,69000,37.66852906,-122.48508430000,37.66835598000,-122.48496780000
4,1,SM,R47.272,"DALY CITY, CLARINADA AVENUE",6000,72000,69000,6700,80000,77000,37.67148733,-122.47649300000,37.67134930000,-122.47623560000
4,1,SM,R47.802,SOUTH JCT. RTE. 280,6700,80000,77000,6700,80000,77000,37.67819082,-122.47209420000,37.67795443000,-122.47132500000
4,1,SM,R48.359,NORTH JCT. RTE. 280,6700,80000,77000,6000,89000,86000,37.68062025,-122.47190620000,37.68148637000,-122.47125420000
4,1,SM,R48.558,SAN MATEO/SAN FRANCISCO COUNTY LINE,6000,89000,86000,,,,37.70820209,-122.47134620000,37.70826096000,-122.47102750000
4,1,SF,R0,SAN MATEO/SAN FRANCISCO COUNTY LINE,,,,6000,89000,86000,37.70820209,-122.47134620000,37.70826096000,-122.47102750000
4,1,SF,R.105,"SAN FRANCISCO, ALEMANY BOULEVARD",7200,106000,103000,6700,99000,96000,37.70966122,-122.47124190000,37.70966695000,-122.47101780000
4,1,SF,R.312,BROTHERHOOD WAY/STANLEY DRIVE,6700,99000,96000,6200,91000,88000,37.71258424,-122.47133910000,37.71255942000,-122.47111650000
4,1,SF,R.68,"SAN FRANCISCO, 19TH AVE/ JUNIPERO SERRA BLVD",6200,91000,88000,4950,73000,71000,37.717181,-122.47274480000,37.71727091000,-122.47254930000
4,1,SF,1.35,"SAN FRANCISCO, WINSTON DRIVE",4950,73000,71000,4950,73000,71000,37.72695554,-122.47505500000,37.72691882000,-122.47479390000
4,1,SF,1.897,"SAN FRANCISCO, JCT. RTE. 35",4950,73000,71000,4950,73000,71000,37.73463144,-122.47519060000,37.73465200000,-122.47506960000
4,1,SF,2.87,"SAN FRANCISCO, QUINTARA STREET",4950,73000,71000,4950,73000,71000,37.74856446,-122.47610410000,37.74862190000,-122.47599490000
4,1,SF,4.05,"SAN FRANCISCO, LINCOLN WAY",4950,73000,71000,5000,75000,72000,37.76542995,-122.47739090000,37.76548072000,-122.47727040000
4,1,SF,5,"SAN FRANCISCO, FULTON STREET",5000,75000,72000,5000,75000,72000,37.77317585,-122.47185320000,37.77318838000,-122.47169150000
4,1,SF,5.88,"SAN FRANCISCO, LAKE STREET",4400,66000,63000,5000,66000,63000,37.78632102,-122.47272780000,37.78633864000,-122.47255260000
4,1,SF,7.077,JCT. RTE. 101,5900,66000,63000,,,,37.80290614,-122.47000690000,37.80327448000,-122.46944220000
4,1,MRN,0,JCT. RTE. 101,,,,2950,35000,33000,37.80290614,-122.47000690000,37.80327448000,-122.46944220000
4,1,MRN,0.65,"TAMALPAIS JUNCTION, ALMONTE BOULEVARD",2950,35000,33000,1850,20200,18400,37.88215452,-122.52493190000,37.88215452000,-122.52493190000
4,1,MRN,1.31,PINE STREET,1800,20200,18000,1800,17300,15000,37.87958336,-122.53511130000,37.87958336000,-122.53511130000
4,1,MRN,1.91,LORING AVENUE,1600,15900,13500,1400,11100,9200,37.88616712,-122.53744430000,37.88616712000,-122.53744430000
4,1,MRN,3.35,SOUTH JCT. PANORAMIC HIGHWAY,1150,9300,7600,790,4950,3950,37.88408557,-122.55376240000,37.88408557000,-122.55376240000
4,1,MRN,5.92,MUIR WOODS ROAD,720,4550,3600,900,5700,4500,37.86699532,-122.57710810000,37.86699532000,-122.57710810000
4,1,MRN,12.21,"PANORAMIC HIGHWAY, NORTH",900,5700,4500,890,5600,4450,37.89624727,-122.63668250000,37.89624727000,-122.63668250000
4,1,MRN,17.066,FAIRFAX/BOLINAS ROADS,630,3950,3150,540,3400,2700,37.93468488,-122.69752860000,37.93468488000,-122.69752860000
4,1,MRN,17.2,BOLINAS ROAD,540,3400,2700,610,3850,3050,37.93570652,-122.70013790000,37.93570652000,-122.70013790000
4,1,MRN,26.509,"SIR FRANCIS DRAKE BOULEVARD, SOUTH",610,3850,3050,700,4800,3750,38.04050198,-122.78777050000,38.04049552000,-122.78775590000
4,1,MRN,28.6,"SIR FRANCIS DRAKE BOULEVARD, NORTH",700,4750,3750,950,6400,5300,38.06614444,-122.80490720000,38.06614444000,-122.80490720000
4,1,MRN,29.33,POINT REYES/PETALUMA ROADS,950,6400,5300,430,2750,2400,38.07334719,-122.80141590000,38.07334719000,-122.80141590000
4,1,MRN,38.409,MARSHALL/PETALUMA ROADS,430,2750,2400,250,1650,1450,38.16319152,-122.89259890000,38.16319152000,-122.89259890000
4,1,MRN,45.36,TOMALES/PETALUMA ROADS,250,1650,1450,240,1600,1400,38.2419412,-122.90514940000,38.24194109000,-122.90514950000
4,1,MRN,45.66,DILLON BEACH ROAD,240,1600,1400,240,1600,1400,38.2463421,-122.90481970000,38.24634210000,-122.90481970000
4,1,MRN,47.86,TWO ROCK ROAD,240,1600,1400,180,1250,1100,38.27685017,-122.89998050000,38.27685260000,-122.89998060000
4,1,MRN,50.509,SONOMA/MARIN COUNTY LINE,180,1250,1100,,,,38.3137261,-122.89721690000,38.31372610000,-122.89721690000
4,1,SON,0,SONOMA/MARIN COUNTY LINE,,,,180,1250,1100,38.3137261,-122.89721690000,38.31372610000,-122.89721690000
4,1,SON,0.19,VALLEY FORD ROAD,180,1250,1100,860,6200,5400,38.31644139,-122.89652810000,38.31644139000,-122.89652810000
4,1,SON,2.42,VALLEY FORD/FREESTONE ROADS,860,6200,5400,740,5300,4650,38.31868052,-122.92632980000,38.31868052000,-122.92632980000
4,1,SON,5.38,BODEGA HIGHWAY,740,5300,4650,1200,8500,7400,38.33714047,-122.97740310000,38.33714047000,-122.97740310000
4,1,SON,11.07,BODEGA EASTSHORE ROAD,830,6000,5200,710,5100,4450,38.33847595,-123.04740100000,38.33847595000,-123.04740100000
4,1,SON,20.1,JCT. RTE. 116 EAST,360,2600,2250,450,3200,2800,38.43706092,-123.10445670000,38.43706092000,-123.10445670000
4,1,SON,21.3,JENNER,450,3200,2800,460,3300,2850,38.45012669,-123.11677560000,38.45012669000,-123.11677560000
4,1,SON,R33.038,"FORT ROSS, FORT ROSS ROAD",300,2200,1900,300,2150,1850,38.51849073,-123.24644200000,38.51849073000,-123.24644200000
4,1,SON,48.112,STEWARTS POINT/SKAGGS SPRINGS ROAD,260,1850,1600,260,1900,1650,38.65191479,-123.39944600000,38.65191479000,-123.39944600000
4,1,SON,58.583,SONOMA/MENDOCINO COUNTY LINE,620,4700,4100,,,,38.75984264,-123.51850260000,38.75984264000,-123.51850260000
1,1,MEN,0,SONOMA/MENDOCINO COUNTY LINE,,,,440,4650,4100,38.75984264,-123.51850260000,38.75984264000,-123.51850260000
1,1,MEN,1.02,NORTH LIMITS GUALALA,440,4650,4100,400,3700,3200,38.77004592,-123.53189000000,38.77004757000,-123.53189140000
1,1,MEN,5.09,FISH ROCK ROAD,270,3300,2900,210,2600,2100,38.80354931,-123.58541100000,38.80354931000,-123.58541100000
1,1,MEN,14.692,"POINT ARENA, SOUTH CITY LIMITS",240,2600,2100,240,2600,2200,38.90397338,-123.69151340000,38.90397338000,-123.69151340000
1,1,MEN,15.18,"POINT ARENA, RIVERSIDE DRIVE",250,2800,2300,230,2800,2300,38.91091252,-123.69240990000,38.91091252000,-123.69240990000
1,1,MEN,15.74,"POINT ARENA, LAKE STREET",250,2800,2300,350,2800,2150,38.91436877,-123.70103240000,38.91436972000,-123.70103280000
1,1,MEN,16.166,"POINT ARENA, NORTH CITY LIMITS",280,2800,2250,280,2800,2250,38.91862452,-123.70602230000,38.91863331000,-123.70602590000
1,1,MEN,19.34,"MOUNTAIN VIEW ROAD, MANCHESTER, SOUTH",180,2300,1950,300,2100,1750,38.95127812,-123.69040010000,38.95127812000,-123.69040010000
1,1,MEN,34.9,NORTH LIMITS ELK,140,1400,1100,300,1750,1300,39.13906822,-123.72436420000,39.13906337000,-123.72435970000
1,1,MEN,40.273,JCT. RTE. 128 EAST,200,1400,1240,440,4000,3000,39.19756219,-123.74665720000,39.19756219000,-123.74665720000
1,1,MEN,47.5,"LITTLE RIVER, AIRPORT ROAD",480,4200,3300,650,5200,4200,39.26813552,-123.78654730000,39.26812472000,-123.78654030000
1,1,MEN,50.04,COMPTCHE/UKIAH ROADS,700,7200,5900,860,8900,7300,39.2997389,-123.79395320000,39.29973890000,-123.79395320000
1,1,MEN,R50.56,"MENDOCINO, JACKSON STREET",700,7500,5500,750,8200,7900,39.30658352,-123.79363190000,39.30661456000,-123.79345860000
1,1,MEN,R51.49,"MENDOCINO, LANSING STREET",1000,10200,8100,900,10200,8900,39.31879689,-123.79963230000,39.31879689000,-123.79963230000
1,1,MEN,R55.78,NORTH LIMITS CASPAR,900,13000,9400,1250,13000,11000,39.37228853,-123.81523540000,39.37228032000,-123.81523060000
1,1,MEN,57.22,GIBNEY LANE,1350,14000,11000,1400,14200,11300,39.3833265,-123.81393560000,39.38332650000,-123.81393560000
1,1,MEN,59.25,SIMPSON LANE,1700,16000,13700,1900,19000,16700,39.41238764,-123.80855260000,39.41236682000,-123.80810940000
1,1,MEN,59.803,JCT. RTE. 20 EAST,1900,19000,16700,1900,22000,18000,39.42014181,-123.80798300000,39.42021420000,-123.80785820000
1,1,MEN,60.68,"FORT BRAGG, CYPRESS AVENUE",2000,24200,21200,1500,20300,17600,39.43269912,-123.80628460000,39.43269228000,-123.80611690000
1,1,MEN,61.471,"FORT BRAGG, REDWOOD AVENUE",1500,20300,17600,1800,20000,17000,39.44421979,-123.80597500000,39.44421979000,-123.80597500000
1,1,MEN,62.36,"FORT BRAGG, NORTH CITY LIMITS",1400,14000,12000,1200,10100,8100,39.45710698,-123.80610180000,39.45710698000,-123.80610180000
1,1,MEN,62.8,"AIRPORT ROAD, FORT BRAGG, NORTH",1200,10100,8100,1000,8000,6100,39.46321295,-123.80574020000,39.46321295000,-123.80574020000
1,1,MEN,R64.858,MAC KERRICHER STATE PARK,880,6100,4850,460,6200,5000,39.48791689,-123.78740850000,39.48788345000,-123.78732630000
1,1,MEN,77.66,"WESTPORT, NORTH",180,1300,800,130,1300,1100,39.64141026,-123.78458570000,39.64141026000,-123.78458570000
1,1,MEN,90.874,JCT. RTE. 211 NORTH,140,1100,600,100,1100,550,39.78035835,-123.83151410000,39.78036451000,-123.83149940000
1,1,MEN,105.501,"LEGGETT, JCT. RTE. 271",130,1400,800,120,1100,720,39.86825873,-123.71480630000,39.86825862000,-123.71480500000
1,1,MEN,105.578,"LEGGETT, JCT. RTE. 101",110,1050,650,,,,39.86816499,-123.71359280000,39.86816499000,-123.71359280000
7,2,LA,2.321,"LOS ANGELES, CENTINELA  AVENUE",,,,2550,30500,29500,34.03866896,-118.46778890000,34.03859163000,-118.46767580000
7,2,LA,2.6,"LOS ANGELES, BUNDY DRIVE",2550,30500,29500,2650,32000,30500,34.0405624,-118.46343670000,34.04048987000,-118.46331270000
7,2,LA,3.645,"LOS ANGELES, JCT. RTE. 405",4350,53000,51000,3900,52000,50000,34.04704785,-118.44677270000,34.04695001000,-118.44670480000
7,2,LA,10.651,"LOS ANGELES, SYCAMORE AVENUE",3900,52000,50000,2850,41500,40500,34.09074935,-118.34280260000,34.09065306000,-118.34280230000
7,2,LA,10.896,"LOS ANGELES, HIGHLAND AVENUE",2850,41500,40500,2750,40000,39000,34.09074975,-118.33852610000,34.09068557000,-118.33852520000
7,2,LA,11.581,"LOS ANGELES, VINE STREET",2750,40000,39000,2600,38500,37500,34.0907401,-118.32659460000,34.09074010000,-118.32659460000
7,2,LA,12.32,"LOS ANGELES, WILTON PLACE",2600,38500,37500,3000,44000,43500,34.0907622,-118.31372230000,34.09076220000,-118.31372230000
7,2,LA,12.58,"LOS ANGELES, WESTERN AVENUE",3000,44000,43500,3850,58000,56000,34.09076997,-118.30919340000,34.09076997000,-118.30919340000
7,2,LA,12.75,"LOS ANGELES, JCT. RTE. 101",3850,58000,56000,3200,42000,40500,34.090786,-118.30658000000,34.09078600000,-118.30658000000
7,2,LA,13.19,"LOS ANGELES, SUNSET BOULEVARD",3200,42000,40500,3250,39500,38500,34.07774774,-118.26338530000,34.07771234000,-118.26340700000
7,2,LA,13.592,"LOS ANGELES, LEFT ONTO GLENDALE BOULEVARD",2900,34000,33500,5500,62000,61000,34.08299587,-118.26017540000,34.08289807000,-118.26009570000
7,2,LA,14.213,"LOS ANGELES, RIGHT VIA THE GLENDALE FWY",5500,62000,61000,5400,60000,58000,34.09143366,-118.25852010000,34.09131204000,-118.25822070000
7,2,LA,15.143,"LOS ANGELES, JCT. RTE. 5",5400,60000,58000,14600,163000,161000,34.10259871,-118.25007510000,34.10252154000,-118.24981540000
7,2,LA,16.008,"LOS ANGELES, SAN FERNANDO ROAD",14600,163000,161000,14000,156000,154000,34.11327767,-118.24436330000,34.11314957000,-118.24427440000
7,2,LA,R17.002,"LOS ANGELES, VERDUGO ROAD",14000,156000,154000,12800,143000,141000,34.12117335,-118.23007190000,34.12102392000,-118.22992110000
7,2,LA,R17.288,"LOS ANGELES, YORK BOULEVARD",12800,143000,141000,14500,163000,160000,34.1249952,-118.22837620000,34.12489799000,-118.22816560000
7,2,LA,R18.814,"LOS ANGELES, JCT. RTE. 134",14500,163000,160000,12400,134000,130000,34.14671163,-118.22637370000,34.14671401000,-118.22613050000
7,2,LA,R20.053,"GLENDALE, MOUNTAIN STREET",12400,134000,130000,11800,123000,119000,34.16430771,-118.22503930000,34.16429131000,-118.22477060000
7,2,LA,R22.939,"LA CANADA-FLINTRIDGE, JCT. RTE. 210",11800,123000,119000,1500,15900,14500,34.20480888,-118.21886540000,34.20462268000,-118.21825060000
7,2,LA,R23.438,"LA CANADA-FLINTRIDGE, FOOTHILL BOULEVARD",1500,15900,14500,1600,17300,15400,34.2114473,-118.21550450000,34.21139111000,-118.21540300000
7,2,LA,24.463,"EAST JCT. RTE. 210, VIA ANGELES CREST HIGHWAY",1600,17300,15400,1600,17300,15400,34.20667542,-118.20023200000,34.20666788000,-118.20010210000
7,2,LA,R25.35,VISTA DEL VALLE ROAD,860,9300,8200,790,7900,6900,34.21885478,-118.19900910000,34.21879348000,-118.19892360000
7,2,LA,26.99,ANGELES FOREST BOUNDARY,460,4000,3500,460,4000,3500,34.22724,-118.18623390000,34.22724000000,-118.18623390000
7,2,LA,28.576,SLIDE CANYON BRIDGE,580,5100,4400,580,5100,4400,34.2421986,-118.18952230000,34.24219860000,-118.18952230000
7,2,LA,33.8,ANGELES FOREST HIGHWAY,410,3600,3100,110,860,750,34.27016935,-118.15343120000,34.27016935000,-118.15343120000
7,2,LA,38.37,MOUNT WILSON ROAD,110,860,750,60,430,370,34.258448,-118.10521240000,34.25844800000,-118.10521240000
7,2,LA,50.61,"ENTRANCE, UPPER CHILAO RECREATION AREA",70,450,390,70,440,380,34.32618641,-118.00268340000,34.32618641000,-118.00268340000
7,2,LA,58.09,BUCKHORN RANGER STATION,40,260,230,40,260,230,34.34597287,-117.92097030000,34.34597287000,-117.92097030000
7,2,LA,64.085,"ISLIP SADDLE, JCT. RTE. 39 SOUTH (CLOSED)",40,250,220,40,250,220,34.35684096,-117.85117980000,34.35684096000,-117.85117980000
7,2,LA,77.39,BLUE RIDGE ROAD,40,250,220,70,440,390,34.37514362,-117.72067920000,34.37514362000,-117.72067920000
7,2,LA,79.881,BIG PINES HIGHWAY,70,440,390,280,1850,1600,34.37893739,-117.69088010000,34.37888693000,-117.69082030000
7,2,LA,82.265,LOS ANGELES/SAN BERNARDINO COUNTY LINE,320,2100,1850,,,,34.36616096,-117.65260270000,34.36616096000,-117.65260270000
8,2,SBD,0,LOS ANGELES/SAN BERNARDINO COUNTY LINE,,,,320,2100,1850,34.36616096,-117.65260270000,34.36616096000,-117.65260270000
8,2,SBD,1.73,"WRIGHTWOOD, LONE PINE ROAD",740,7500,6900,750,7600,7000,34.35811775,-117.62457280000,34.35811775000,-117.62457280000
8,2,SBD,6.358,JCT. RTE. 138,750,7600,7000,,,,34.390807,-117.57625900000,34.39080700000,-117.57625900000
2,3,TRI,L0,JCT. RTE. 36,,,,80,990,610,40.42028486,-123.17561610000,40.42002900000,-123.17460250000
2,3,TRI,6.22,MORGAN HILL ROAD,160,1800,1400,290,2550,2350,40.54593112,-123.19115560000,40.54593112000,-123.19115560000
2,3,TRI,7.2,HAYFORK,290,2550,2350,290,2550,2350,40.55412859,-123.18158250000,40.55412859000,-123.18158250000
2,3,TRI,L30.89,"WEAVERVILLE, NORTH JCT. RTE. 299",160,1750,1550,440,3800,3750,40.65128512,-122.93932760000,40.65128512000,-122.93932760000
2,3,TRI,31.94,COUNTY DUMP ROAD,330,3450,2900,240,2550,1950,40.74165786,-122.92459360000,40.74165786000,-122.92459360000
2,3,TRI,37.9,RUSH CREEK ROAD,120,1300,1050,90,1000,800,40.79516646,-122.89048160000,40.79516646000,-122.89048160000
2,3,TRI,59.64,TRINITY CENTER STATE HWY MAINTENANCE STA,60,740,520,60,740,520,40.98157058,-122.71145490000,40.98157058000,-122.71145490000
2,3,TRI,67.894,COFFEE CREEK RD,60,740,520,30,220,200,41.08628113,-122.70702050000,41.08628113000,-122.70702050000
2,3,TRI,R79.501,U. S. FOREST SERVICE ROAD,30,170,140,30,160,130,41.23426913,-122.64581060000,41.23426913000,-122.64581060000
2,3,TRI,T85.068,TRINITY/SISKIYOU COUNTY LINE,50,200,140,,,,41.27564775,-122.69760780000,41.27564775000,-122.69760780000
2,3,SIS,0.408,TRINITY/SISKIYOU COUNTY LINE,,,,40,280,200,41.27564775,-122.69760780000,41.27564775000,-122.69760780000
2,3,SIS,6.955,GAZELLE ROAD,40,270,200,60,440,310,41.31036788,-122.76908630000,41.31036788000,-122.76908630000
2,3,SIS,8.8,CALLAHAN,60,440,310,70,530,405,41.30939221,-122.80132380000,41.30939221000,-122.80132380000
2,3,SIS,R21,"ETNA, MAIN STREET",130,1550,1350,170,1600,1400,41.46144173,-122.88847330000,41.46144173000,-122.88847330000
2,3,SIS,R21.472,COLLIER WAY,170,1700,1400,250,2700,2200,41.46279851,-122.89565400000,41.46279851000,-122.89565400000
2,3,SIS,32.2,"FORT JONES, SCOTT RIVER ROAD",290,3150,2700,430,4650,3950,41.60145092,-122.84633320000,41.60145092000,-122.84633320000
2,3,SIS,38.258,MOFFETT CREEK ROAD,300,2850,2600,300,2850,2600,41.6327564,-122.75273920000,41.63275640000,-122.75273920000
2,3,SIS,44.67,FOREST MOUNTAIN RANCH,300,2850,2600,320,3050,2850,41.67513006,-122.68435690000,41.67513006000,-122.68435690000
2,3,SIS,L47.264,"YREKA, MOONLIT OAKS AVENUE",1700,16800,15400,1250,7600,6400,41.70380614,-122.64513760000,41.70380614000,-122.64513760000
2,3,SIS,L48.164,"YREKA, OBERLIN ROAD",1150,7100,5900,1000,8300,6300,41.71625139,-122.64022350000,41.71623332000,-122.64005070000
2,3,SIS,L49.207,"YREKA, CENTER STREET",950,9700,8900,920,9600,8700,41.73088536,-122.63585870000,41.73088536000,-122.63585870000
2,3,SIS,L49.871,"YREKA, JCT. RTE. 263 NORTH",520,3700,2550,560,3900,3150,41.74030014,-122.63336260000,41.74030014000,-122.63336260000
2,3,SIS,L50.159,"YREKA, JCT. RTE. 5",560,3900,3150,370,3500,3150,41.73956834,-122.62770760000,41.73956834000,-122.62770760000
2,3,SIS,R48.955,"YREKA, AGER ROAD",370,3500,3150,260,2650,1250,41.74110322,-122.59885860000,41.74110092000,-122.59885480000
2,3,SIS,R49.454,"YREKA, PHILIPE LANE",260,2650,1250,230,2600,1150,41.73541314,-122.59310660000,41.73541314000,-122.59310660000
2,3,SIS,53.22,"MONTAGUE, GRENADA ROAD",190,2600,880,330,3300,1800,41.72457714,-122.53020960000,41.72457714000,-122.53020960000
2,3,SIS,54.187,"MONTAGUE, EAST CITY LIMITS",170,1300,1050,,,,41.72483983,-122.51558200000,41.72483983000,-122.51558200000
4,4,CC,0,"HERCULES, JCT. RTE. 80",,,,3900,44000,43000,38.015117,-122.26930260000,38.01505339000,-122.26936590000
4,4,CC,R.778,"HERCULES, WILLOW AVENUE",3900,44000,43000,4700,53000,52000,38.01397806,-122.25540000000,38.01377611000,-122.25553690000
